"","sp","si","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"490","Manacus candei","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,67,93,99,103,94,96,93,67,12,0,0,0,35,46,0,42,41,15,11,0,0,4,0,0,0,0,0,0,0,0
"491","Manacus candei","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,31,22,25,37,26,28,8,0,0,0,30,22,0,16,23,19,9,0,0,0,0,0,0,0,0,0,0,0
"492","Manacus candei","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,0,0,19,38,0,31,38,50,20,0,0,16,0,0,0,0,0,0,0,0
"493","Manacus manacus","BDFFP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","Manacus manacus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"495","Manacus vitellinus","LIMBO",6,5,3,3,8,9,4,6,0,3,2,0,0,0,0,1,2,4,1,0,0,0,0,1,1,0,0,0,2,2,1,1,1,0,0,2,0,2,1,1,0,0,1,0,0,0
"496","Megarynchus pitangua","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","Megarynchus pitangua","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","Megarynchus pitangua","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,3,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"499","Megarynchus pitangua","LIMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","Megarynchus pitangua","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"501","Megarynchus pitangua","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"502","Megastictus margaritatus","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0
"503","Melanerpes portoricensis","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","Melanerpes pucherani","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","Melanerpes pucherani","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506","Micrastur gilvicollis","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"507","Micrastur gilvicollis","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"508","Micrastur mirandollei","LIMBO",0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"509","Micrastur ruficollis","LIMBO",1,0,1,0,4,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510","Microbates cinereiventris","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,1,1,1,2,2,3,1,4,3,0,3,2,2,1,0,2,1,0,0,0,0
"511","Microbates cinereiventris","LIMBO",1,4,4,5,12,9,9,7,7,7,10,4,0,6,4,9,3,11,4,7,7,0,3,2,2,1,2,7,5,7,2,3,3,4,2,4,4,4,3,1,1,3,4,1,3,0
"512","Microbates cinereiventris","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513","Microbates cinereiventris","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"514","Microbates collaris","BDFFP",0,0,0,0,0,0,8,12,23,5,5,0,5,8,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,18,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"515","Microcerculus bambla","BDFFP",0,0,0,0,0,0,3,5,9,1,1,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"516","Microcerculus marginatus","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,4,2,3,5,4,3,3,4,0,2,4,0,1,1,2,0,0,0,0,1
"517","Microcerculus marginatus","LIMBO",3,2,3,0,2,4,5,1,2,1,1,1,0,0,0,0,1,4,0,0,1,0,1,1,0,2,2,0,4,1,1,1,1,2,1,3,0,1,2,1,1,0,3,4,1,0
"518","Microcerculus marginatus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,2,3,4,3,2,3,2,3,0,0,2,0,0,0,0,0,0,0,0,0
"519","Microcerculus marginatus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,1,2,1,1,0,2,2,1,4,0,0,0,0,0
"520","Micromonacha lanceolata","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"521","Micromonacha lanceolata","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"522","Microrhopias quixensis","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","Microrhopias quixensis","LIMBO",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"524","Microrhopias quixensis","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"525","Microspizias superciliosus","LIMBO",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"526","Mionectes macconnelli","BDFFP",0,0,0,0,0,0,29,10,66,5,3,0,10,10,1,0,0,0,0,0,0,7,2,0,0,0,0,0,0,24,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"527","Mionectes macconnelli","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,1,6,15,9,4,4,2,3,0,0,0
"528","Mionectes oleagineus","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529","Mionectes oleagineus","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,4,6,5,3,0,0,0,0,0,3,0,0,4,11,1,0,0,0,0,0,0,0,0,0,0,0
"530","Mionectes oleagineus","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,1,0,0,0,0,2,8,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"531","Mionectes oleagineus","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,11,6,5,14,12,6,10,11,6,5,8,2,5,3,3,6,5,4,0,2,8,4
"532","Mionectes oleagineus","LIMBO",39,38,33,32,74,36,29,33,23,24,14,13,0,8,8,23,16,13,15,25,20,20,23,18,9,18,28,33,26,31,19,32,19,34,46,38,40,49,26,13,33,18,23,33,22,0
"533","Mionectes oleagineus","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,2,2,6,6,5,3,0,0,0,0,1,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0
"534","Mionectes oleagineus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,14,7,9,6,8,3,8,11,14,10,6,2,2,4,2,2,0,2,0,3,5,1
"535","Mionectes oleagineus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,1,3,5,1,0,0,0,0
"536","Mionectes oleagineus","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"537","Mionectes olivaceus","LIMBO",1,2,2,3,8,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"538","Mionectes olivaceus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0
"539","Mitrospingus cassinii","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540","Mitrospingus cassinii","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"541","Mitrospingus cassinii","LIMBO",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542","Mniotilta varia","LIMBO",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543","Momotus momota","BDFFP",0,0,0,0,0,0,2,4,5,0,0,0,1,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544","Momotus momota","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545","Momotus momota","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,3,1,1,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"546","Momotus momota","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,5,0,8,2,9,4,4,1,0,0,0,0
"547","Momotus subrufescens","LIMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548","Monasa morphoeus","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549","Monasa morphoeus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550","Monasa nigrifrons","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,3,0,6,7,6,6,2,1,0,0,0,0
"551","Myadestes melanops","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"552","Myiarchus ferox","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,1,0,0,0,0
"553","Myiarchus swainsoni","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554","Myiarchus tuberculifer","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"555","Myiarchus tuberculifer","BDFFP",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"556","Myiarchus tuberculifer","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"557","Myiarchus tuberculifer","LIMBO",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558","Myiarchus tuberculifer","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,0,0
"559","Myiobius atricaudus","LIMBO",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
"560","Myiobius barbatus","BDFFP",0,0,0,0,0,0,20,8,29,2,2,0,7,8,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,15,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0
"561","Myiobius barbatus","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,4,6,8,1,4,1,0,1,0,2,3,0,2,0,1,0,0,1,0,4
"562","Myiobius barbatus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,6,7,6,4,5,3,2,5,5,5,2,3,2,3,0,4,3,0,0,1,1,0
"563","Myiobius sulphureipygius","LIMBO",12,15,13,11,13,9,10,9,3,4,1,2,0,0,3,4,6,2,1,0,1,4,0,1,5,3,0,2,2,4,3,5,3,6,0,2,1,2,4,2,3,1,1,2,0,0
"564","Myiobius villosus","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565","Myiodynastes luteiventris","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"566","Myiodynastes luteiventris","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"567","Myiodynastes luteiventris","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","Myiodynastes luteiventris","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","Myiodynastes maculatus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"570","Myiopagis caniceps","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"571","Myiopagis gaimardii","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"572","Myiopagis parambae","LIMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573","Myiopagis viridicata","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"574","Myiophobus fasciatus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"575","Myiornis atricapillus","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576","Myiornis atricapillus","TORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"577","Myiothlypis fulvicauda","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,5,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1
"578","Myiothlypis fulvicauda","LIMBO",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579","Myiothlypis fulvicauda","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,3,2,0,2,5,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0
"580","Myiozetetes granadensis","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"581","Myiozetetes granadensis","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"582","Myiozetetes luteiventris","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"583","Myiozetetes similis","AERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584","Myiozetetes similis","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1,6,4,5,5,0,0,0,0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"585","Myiozetetes similis","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"586","Myiozetetes similis","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0
"587","Myrmeciza atrothorax","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,1,0,0,0,0,0
"588","Myrmeciza fortis","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"589","Myrmelastes hyperythrus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590","Myrmelastes hyperythrus","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,11,0,3,9,12,2,15,12,12,18,16,3,3,1,0,0
"591","Myrmelastes leucostigma","BDFFP",0,0,0,0,0,0,5,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"592","Myrmelastes leucostigma","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,2,0,2,0,1,0,0,0,0,0,0,2,1
"593","Myrmelastes leucostigma","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,3,3,2,3,5,5,7,2,1,1,2,0,1,0,3,2,0,0,2,4
"594","Myrmoborus leucophrys","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,1,0,12,0,5,4,12,11,24,30,25,29,24,1,3,10,1,0
"595","Myrmoborus lophotes","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"596","Myrmoborus myotherinus","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,16,3,10,10,9,10,13,7,6,8,1,5,4,1,3,1,1,0,0,0,0,0
"597","Myrmoborus myotherinus","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,16,17,15,16,10,13,10,12,4,3,1,0,2,2,0,1,3,1,0,2,0,1
"598","Myrmoderus ferrugineus","BDFFP",0,0,0,0,0,0,5,1,15,13,1,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"599","Myrmophylax atrothorax","BDFFP",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600","Myrmornis torquata","BDFFP",0,0,0,0,0,0,3,5,6,2,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"601","Myrmornis torquata","LIMBO",4,7,7,3,12,4,2,4,1,3,1,2,0,0,0,4,2,2,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"602","Myrmothera campanisona","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"603","Myrmothera campanisona","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"604","Myrmotherula axillaris","BDFFP",0,0,0,0,0,0,7,9,10,2,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"605","Myrmotherula axillaris","CANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,1,0,0,0,0,3,0,0,4,6,1,2,0,0,2,0,0,0,0,0,0,0,0
"606","Myrmotherula axillaris","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,8,8,6,7,8,10,4,6,2,0,3,1,0,1,3,0,1,0,0,1,0
"607","Myrmotherula axillaris","LIMBO",14,17,13,18,23,14,12,12,6,10,7,8,0,0,4,8,9,13,5,4,10,5,7,8,6,8,8,6,8,6,4,7,3,10,5,7,4,7,6,0,3,1,3,3,3,0
"608","Myrmotherula axillaris","PARQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"609","Myrmotherula axillaris","PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,3,8,6,1,16,10,9,3,0,2,1,1,2,1,0,2,0,0,4,1
"610","Myrmotherula axillaris","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,4,0,1,6,10,8,10,21,12,12,7,4,3,0,0,0
"611","Myrmotherula iheringi","TARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"612","Myrmotherula longipennis","BDFFP",0,0,0,0,0,0,11,21,37,15,6,0,9,5,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,26,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0
"613","Myrmotherula longipennis","HARPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,13,4,12,8,8,3,8,6,5,0,4,3,1,1,1,0,0,0,0,1,1
